# XV6-RISCV Comprehensive Memory Analysis Report
# Maps every kernel address to exact source file and line number
# Generated from: kernel/kernel

=== MEMORY LAYOUT WITH SOURCE ATTRIBUTION ===
Address            Size    Symbol           Source Location
0x0000000080012308     24 B pr               /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/printf.c:24
0x0000000080012320     24 B tx_lock          /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/uart.c:41
0x0000000080012338     32 B kmem             /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/kalloc.c:64
0x0000000080012358     24 B pid_lock         /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:16
0x0000000080012370     24 B wait_lock        /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:27
0x0000000080012388   1024 B cpus             /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:9
0x0000000080012788  23040 B proc             /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:11
0x0000000080018188     24 B tickslock        /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/trap.c:9
0x00000000800181a0  34496 B bcache           /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/bio.c:34
0x0000000080020860     32 B sb               /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/fs.c:27
0x0000000080020880   6824 B itable           /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/fs.c:180
0x0000000080022328    168 B log              /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/log.c:48
0x00000000800223d0    160 B devsw            /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/file.c:16
0x0000000080022470   4024 B ftable           /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/file.c:20
0x0000000080023428    320 B disk             /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/virtio_disk.c:59
0x0000000080023568    ? B   end              unknown

=== BSS SECTION DETAILED ANALYSIS ===
Total BSS variables: 26
Total BSS size: 103,216 bytes (100.8 KB)

BSS Variable Details:
Name                           Address          Size      Source Location
--------------------------------------------------------------------------------
panicked                       0x000000008000a230      4 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/printf.c:19
panicking                      0x000000008000a234      4 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/printf.c:18
tx_chan                        0x000000008000a238      4 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/uart.c:43
tx_busy                        0x000000008000a23c      4 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/uart.c:42
started                        0x000000008000a240      4 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/main.c:7
kernel_pagetable               0x000000008000a248      8 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/vm.c:14
initproc                       0x000000008000a250      8 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:13
ticks                          0x000000008000a258      4 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/trap.c:10
stack0                         0x000000008000a260  32768 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/start.c:25
cons                           0x0000000080012260    168 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/console.c:54
pr                             0x0000000080012308     24 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/printf.c:24
tx_lock                        0x0000000080012320     24 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/uart.c:41
kmem                           0x0000000080012338     32 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/kalloc.c:64
pid_lock                       0x0000000080012358     24 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:16
wait_lock                      0x0000000080012370     24 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:27
cpus                           0x0000000080012388   1024 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:9
proc                           0x0000000080012788  23040 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/proc.c:11
tickslock                      0x0000000080018188     24 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/trap.c:9
bcache                         0x00000000800181a0  34496 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/bio.c:34
sb                             0x0000000080020860     32 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/fs.c:27
itable                         0x0000000080020880   6824 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/fs.c:180
log                            0x0000000080022328    168 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/log.c:48
devsw                          0x00000000800223d0    160 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/file.c:16
ftable                         0x0000000080022470   4024 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/file.c:20
disk                           0x0000000080023428    320 B  /mnt/c/Users/giorgi/Downloads/xv6-riscv/kernel/virtio_disk.c:59
end                            0x0000000080023568    ? B    unknown:unknown

=== SYMBOL STATISTICS ===
Total symbols: 249
BSS variables: 26
Total BSS size: 103,216 bytes

Symbol type breakdown:
  B:   20 (BSS (global uninitialized))
  D:    1 (Data (global initialized))
  T:  175 (Text (global function))
  b:    6 (BSS (local uninitialized))
  d:    2 (Data (local initialized))
  r:    3 (Read-only data (local))
  t:   42 (Text (local function))
